mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_beta_params,param_n_components,param_scale,param_spectral_radius,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
126.48571332295735,32.91395749647942,0.024777332941691082,9.921848362394925e-05,"(0, 10.0)",16,1.0,0.6,"{'beta_params': (0, 10.0), 'n_components': 16, 'scale': 1.0, 'spectral_radius': 0.6}",-0.005864945314640707,-0.019179844105486676,-0.012206002272967982,-0.012416930564365122,0.005437830481034488,3
76.53345998128255,13.108229257843568,0.0237119197845459,0.00022119822536690215,"(0, 10.0)",16,1.0,0.9,"{'beta_params': (0, 10.0), 'n_components': 16, 'scale': 1.0, 'spectral_radius': 0.9}",-0.0066002988982185725,-0.020528890089157363,-0.012417586824010595,-0.01318225860379551,0.005711973117302169,25
153.97925098737082,37.629855070140394,0.024358034133911133,0.0007532989857090143,"(0, 10.0)",16,10.0,0.3,"{'beta_params': (0, 10.0), 'n_components': 16, 'scale': 10.0, 'spectral_radius': 0.3}",-0.0060155614565692225,-0.019228721184296357,-0.01217013763034613,-0.012471473423737237,0.005398456566025239,6
129.20847606658936,36.42472451720494,0.024128516515096027,0.0006990331183842654,"(0, 10.0)",16,10.0,0.6,"{'beta_params': (0, 10.0), 'n_components': 16, 'scale': 10.0, 'spectral_radius': 0.6}",-0.00591457250570089,-0.01937212379009251,-0.01220178414173993,-0.012496160145844445,0.0054979641424107795,10
81.10819872220357,13.75460206036976,0.0242312749226888,0.0005960804717631463,"(0, 10.0)",16,10.0,0.9,"{'beta_params': (0, 10.0), 'n_components': 16, 'scale': 10.0, 'spectral_radius': 0.9}",-0.006656376723398069,-0.020558499354502123,-0.012471923635085782,-0.01322893323766199,0.0057007046971614735,27
258.1835556825002,4.159284924816245,0.024623711903889973,0.0006604448930241682,"(0, 10.0)",128,0.01,0.3,"{'beta_params': (0, 10.0), 'n_components': 128, 'scale': 0.01, 'spectral_radius': 0.3}",-0.0067431651654766885,-0.019792962828975687,-0.012171637587611516,-0.01290258852735463,0.005352570829162344,19
256.0483566919963,9.459460287607195,0.0232697327931722,0.000116416048498005,"(0, 10.0)",128,0.01,0.6,"{'beta_params': (0, 10.0), 'n_components': 128, 'scale': 0.01, 'spectral_radius': 0.6}",-0.017760207513550973,-0.02310530192168757,-0.012816047023533462,-0.017893852152924005,0.004201633591594421,63
227.4636729558309,36.04241262969206,0.0238492488861084,0.00030037284329267904,"(0, 10.0)",128,0.01,0.9,"{'beta_params': (0, 10.0), 'n_components': 128, 'scale': 0.01, 'spectral_radius': 0.9}",-0.006893026815410157,-0.02169574804506282,-0.012439833900761307,-0.013676202920411426,0.006106095054138685,43
260.2267339229584,1.7668849559625612,0.023539622624715168,0.0002522225429320433,"(0, 10.0)",128,1.0,0.3,"{'beta_params': (0, 10.0), 'n_components': 128, 'scale': 1.0, 'spectral_radius': 0.3}",-0.008893782246136857,-0.019709813527119112,-0.012341688615807974,-0.013648428129687981,0.004511268061616983,41
251.66623640060425,9.870974379784606,0.023267269134521484,3.803704237263801e-05,"(0, 10.0)",128,1.0,0.6,"{'beta_params': (0, 10.0), 'n_components': 128, 'scale': 1.0, 'spectral_radius': 0.6}",-0.009633662129070868,-0.023253226161750913,-0.013200457565241283,-0.015362448618687687,0.005766500099508927,62
227.34550388654074,34.67932388563988,0.02341771125793457,0.0003797756267747669,"(0, 10.0)",128,1.0,0.9,"{'beta_params': (0, 10.0), 'n_components': 128, 'scale': 1.0, 'spectral_radius': 0.9}",-0.00743756490134386,-0.021767998762985,-0.012439302691549517,-0.013881622118626126,0.005938605204535809,45
253.18912514050803,4.277265224930793,0.02388159434000651,0.0006006088589218765,"(0, 10.0)",128,10.0,0.3,"{'beta_params': (0, 10.0), 'n_components': 128, 'scale': 10.0, 'spectral_radius': 0.3}",-0.007028368511609807,-0.0198319228743791,-0.012351074276819522,-0.013070455220936144,0.005251722434095042,21
244.37900002797446,1.3890831268407056,0.02413662274678548,9.393920615954535e-05,"(0, 10.0)",128,10.0,0.6,"{'beta_params': (0, 10.0), 'n_components': 128, 'scale': 10.0, 'spectral_radius': 0.6}",-0.007609280281539104,-0.0231433827769159,-0.012691108884903221,-0.01448125731445274,0.006466867280431944,58
223.86302836736044,52.07038667805249,0.02328340212504069,0.0003558361061979544,"(0, 10.0)",128,10.0,0.9,"{'beta_params': (0, 10.0), 'n_components': 128, 'scale': 10.0, 'spectral_radius': 0.9}",-0.007017500427291826,-0.021597353159745133,-0.012542475313265768,-0.013719109633434243,0.00601006808988358,44
